Se sair número 1 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 10 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 14 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 17 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 18 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 18 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 2 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 8 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 10 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 14 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 17 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 18 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 18 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 3 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 8 e 10 no jogo seguinte
Se sair número 9 , nunca sairá os números 8 e 14 no jogo seguinte
Se sair número 9 , nunca sairá os números 8 e 17 no jogo seguinte
Se sair número 9 , nunca sairá os números 8 e 18 no jogo seguinte
Se sair número 9 , nunca sairá os números 8 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 8 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 8 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 10 e 14 no jogo seguinte
Se sair número 9 , nunca sairá os números 10 e 17 no jogo seguinte
Se sair número 9 , nunca sairá os números 10 e 18 no jogo seguinte
Se sair número 9 , nunca sairá os números 10 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 10 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 10 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 14 e 17 no jogo seguinte
Se sair número 9 , nunca sairá os números 14 e 18 no jogo seguinte
Se sair número 9 , nunca sairá os números 14 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 14 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 14 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 17 e 18 no jogo seguinte
Se sair número 9 , nunca sairá os números 17 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 17 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 17 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 18 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 18 e 21 no jogo seguinte
Se sair número 9 , nunca sairá os números 18 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 18 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 18 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 18 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 9 , nunca sairá os números 21 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 21 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 22 e 25 no jogo seguinte
Se sair número 9 , nunca sairá os números 22 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 8 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 14 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 17 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 18 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 18 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 2 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 8 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 14 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 17 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 18 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 18 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 3 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 8 e 14 no jogo seguinte
Se sair número 10 , nunca sairá os números 8 e 17 no jogo seguinte
Se sair número 10 , nunca sairá os números 8 e 18 no jogo seguinte
Se sair número 10 , nunca sairá os números 8 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 8 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 8 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 14 e 17 no jogo seguinte
Se sair número 10 , nunca sairá os números 14 e 18 no jogo seguinte
Se sair número 10 , nunca sairá os números 14 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 14 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 14 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 17 e 18 no jogo seguinte
Se sair número 10 , nunca sairá os números 17 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 17 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 17 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 18 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 18 e 21 no jogo seguinte
Se sair número 10 , nunca sairá os números 18 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 18 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 18 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 18 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 10 , nunca sairá os números 21 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 21 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 22 e 25 no jogo seguinte
Se sair número 10 , nunca sairá os números 22 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 8 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 10 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 14 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 17 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 18 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 18 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 2 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 8 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 10 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 14 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 17 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 18 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 18 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 3 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 8 e 10 no jogo seguinte
Se sair número 11 , nunca sairá os números 8 e 14 no jogo seguinte
Se sair número 11 , nunca sairá os números 8 e 17 no jogo seguinte
Se sair número 11 , nunca sairá os números 8 e 18 no jogo seguinte
Se sair número 11 , nunca sairá os números 8 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 8 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 8 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 10 e 14 no jogo seguinte
Se sair número 11 , nunca sairá os números 10 e 17 no jogo seguinte
Se sair número 11 , nunca sairá os números 10 e 18 no jogo seguinte
Se sair número 11 , nunca sairá os números 10 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 10 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 10 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 14 e 17 no jogo seguinte
Se sair número 11 , nunca sairá os números 14 e 18 no jogo seguinte
Se sair número 11 , nunca sairá os números 14 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 14 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 14 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 17 e 18 no jogo seguinte
Se sair número 11 , nunca sairá os números 17 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 17 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 17 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 18 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 18 e 21 no jogo seguinte
Se sair número 11 , nunca sairá os números 18 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 18 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 18 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 18 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 21 e 22 no jogo seguinte
Se sair número 11 , nunca sairá os números 21 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 21 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 22 e 25 no jogo seguinte
Se sair número 11 , nunca sairá os números 22 e 25 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 2 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 3 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 4 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 5 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 6 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 7 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 8 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 9 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 10 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 11 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 13 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 14 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 15 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 16 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 17 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 18 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 19 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 20 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 21 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 22 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 23 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 24 no jogo seguinte
Se sair número 12 , nunca sairá os números 1 e 25 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 3 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 4 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 5 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 5 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 6 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 7 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 8 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 9 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 10 no jogo seguinte
Se sair número 12 , nunca sairá os números 2 e 11 no jogo seguinte
